cell_id,cycle,height_mean,height_std,height_median,roughness_mean,roughness_std,roughness_median,length_mean,length_std,length_median,wideth_mean,wideth_std,wideth_median,adhesion_mean,adhesion_std,adhesion_median,elastic_modulus_mean,elastic_modulus_std,elastic_modulus_median
290,P8,2.9730999999999996,0.06468539247774573,2.995,126.0835,7.797158912402849,123.78,90.525,0.2354055850520228,90.56,42.596,0.30231388358877126,42.65,478.91,1.4628379051836482,479.0,4.99775,0.07632263580905785,4.992
291,P8,2.17875,0.03401064074977913,2.182,156.26500000000001,26.566981386676208,157.75,123.61500000000001,0.37874446322164973,123.6,37.6205,0.20392142449586134,37.599999999999994,536.02,4.74858427655851,534.55,4.997,0.4802181521810797,4.788
292,P8,2.8007999999999997,0.05774590438883289,2.814,135.4245,11.738180830542968,131.18,117.12,0.4237675629026091,117.2,43.379000000000005,0.1955801087722588,43.379999999999995,500.0,3.4707802853931278,499.8,4.42795,0.21826745423664837,4.4425
293,P8,2.28315,0.08145148701430867,2.2835,188.525,22.2029840336834,184.35,85.94,0.3654269312807489,85.94999999999999,33.506,0.29151870933910295,33.575,542.205,5.2225699461189645,541.9,4.9793,0.27857137420473727,4.954000000000001
294,P8,2.43175,0.02385896058088032,2.44,193.95,20.352744545301892,192.65,109.045,0.3203205631205948,109.05,27.6435,0.29624447585344826,27.604999999999997,632.83,14.858281405189125,629.1,5.23005,0.6787491184447122,5.095000000000001
295,P8,2.06235,0.045684587980492596,2.0825,94.0175,4.562074637705963,92.78999999999999,102.80499999999999,0.23502519461808102,102.75,26.790499999999998,0.40846922192884727,26.845,428.02,1.4222295321449658,428.20000000000005,4.31475,0.9625406006474414,4.621499999999999
296,P8,2.3916,0.03556521067737843,2.4035,154.54500000000002,11.83667249650312,151.9,98.061,0.3698634171804803,98.06,37.4205,0.20818703635256186,37.39,525.76,13.364264998396571,524.2,4.05505,0.19216152060181027,4.0794999999999995
297,P8,1.6001,0.03764082330326171,1.601,109.39000000000001,17.730108201646864,106.44999999999999,108.285,0.4782368935117693,108.2,28.075,0.25909762435685946,28.015,492.005,4.1035895711463395,491.6,4.7280500000000005,0.3366824952853634,4.751
298,P8,2.67035,0.02563154922726058,2.67,150.065,19.66086883018893,151.3,96.52799999999999,0.28489333183898463,96.5,43.150999999999996,0.43117831211936275,43.265,516.025,7.04286686543278,515.2,3.56745,0.2558382455668754,3.585
299,P8,2.5459,0.022374562624363905,2.552,103.64849999999998,9.818021708224007,99.27,95.77799999999999,0.3614968879534064,95.815,25.4535,0.2569512548488944,25.46,495.73,5.576463697400077,495.05,7.41375,0.7026453679900656,7.5815
