height,roughness,length,wideth,adhesion,elastic_modulus,cycle,aging_score,cell_id
2.565,72.2,77.47,23.98,536.0,2.978,P4,0.0,21
2.525,71.8,77.53,24.39,514.2,3.069,P4,0.0,21
2.454,126.4,77.48,24.26,515.1,3.344,P4,0.0,21
2.328,201.0,77.32,24.3,521.7,2.748,P4,0.0,21
2.305,145.0,77.16,24.05,523.1,2.806,P4,0.0,21
2.363,247.9,77.08,24.21,514.7,2.928,P4,0.0,21
2.496,220.9,77.29,24.08,530.7,2.857,P4,0.0,21
2.565,200.9,77.31,29.94,511.1,3.068,P4,0.0,21
2.581,170.7,77.69,23.82,510.2,3.101,P4,0.0,21
2.614,98.0,77.81,24.21,529.1,3.142,P4,0.0,21
2.58,98.9,77.46,24.05,510.2,3.151,P4,0.0,21
2.56,146.8,77.1,23.9,523.3,2.952,P4,0.0,21
2.58,100.1,77.07,24.39,514.6,3.149,P4,0.0,21
2.597,122.0,77.35,24.23,512.8,3.101,P4,0.0,21
2.565,87.8,77.55,23.56,514.7,2.934,P4,0.0,21
2.552,104.4,77.31,28.81,519.7,3.032,P4,0.0,21
2.626,99.4,77.31,24.08,528.2,3.142,P4,0.0,21
2.354,106.5,94.11,20.79,500.7,3.633,P4,0.0,22
2.396,127.6,94.58,20.16,503.6,3.494,P4,0.0,22
2.405,95.8,94.36,20.35,503.2,3.605,P4,0.0,22
2.397,138.7,94.85,20.63,511.5,3.467,P4,0.0,22
2.395,106.5,95.09,20.29,509.7,3.189,P4,0.0,22
2.358,138.5,94.38,20.52,506.7,3.579,P4,0.0,22
2.333,186.0,94.15,20.51,502.7,3.689,P4,0.0,22
2.308,174.3,94.65,20.69,506.7,3.69,P4,0.0,22
2.271,199.8,94.8,20.74,509.7,3.494,P4,0.0,22
2.227,174.3,95.12,20.51,500.0,3.785,P4,0.0,22
2.209,100.7,95.34,20.99,503.9,3.633,P4,0.0,22
2.246,100.5,95.0,20.78,502.7,3.467,P4,0.0,22
2.257,131.5,95.05,20.8,502.3,3.119,P4,0.0,22
2.295,150.4,94.62,20.71,503.9,2.995,P4,0.0,22
2.336,106.5,94.4,20.96,500.3,3.579,P4,0.0,22
2.36,128.4,94.67,20.85,500.7,3.59,P4,0.0,22
2.366,113.8,94.85,20.74,498.8,3.132,P4,0.0,22
2.338,111.0,94.11,21.03,500.6,3.119,P4,0.0,22
2.376,124.7,94.87,20.95,506.6,3.467,P4,0.0,22
2.4,121.0,94.38,20.33,509.0,3.465,P4,0.0,22
3.609,112.3,89.61,33.67,525.7,3.945,P4,0.0,23
3.626,98.79,89.9,33.49,508.0,3.607,P4,0.0,23
3.606,97.71,90.05,33.77,509.2,3.259,P4,0.0,23
3.599,79.06,89.94,33.35,522.4,3.697,P4,0.0,23
3.552,70.84,90.03,33.17,554.3,3.511,P4,0.0,23
3.518,107.9,89.72,33.32,504.4,3.517,P4,0.0,23
3.479,103.7,89.4,33.25,505.1,3.353,P4,0.0,23
3.524,111.8,89.32,33.49,509.0,3.301,P4,0.0,23
3.543,112.1,89.57,33.67,513.9,3.152,P4,0.0,23
3.606,112.3,89.54,33.73,507.2,3.34,P4,0.0,23
3.585,112.9,89.4,34.15,554.1,3.515,P4,0.0,23
3.612,116.6,89.5,34.09,536.1,3.593,P4,0.0,23
3.528,117.4,89.94,33.8,565.5,3.945,P4,0.0,23
3.428,114.2,90.02,33.25,506.9,3.517,P4,0.0,23
3.339,96.99,90.07,33.43,509.3,4.048,P4,0.0,23
3.428,76.53,90.04,33.67,536.6,3.738,P4,0.0,23
3.511,99.05,90.13,33.67,507.7,3.624,P4,0.0,23
3.528,103.7,90.38,33.56,544.0,3.945,P4,0.0,23
3.59,100.4,89.11,33.85,538.2,4.064,P4,0.0,23
3.578,91.63,90.12,33.74,565.5,3.887,P4,0.0,23
2.123,121.7,114.2,25.33,359.6,2.165,P4,0.0,24
2.128,111.3,114.0,24.77,368.1,2.22,P4,0.0,24
2.131,141.4,113.9,24.84,347.9,2.005,P4,0.0,24
2.114,153.2,113.9,24.76,374.2,2.105,P4,0.0,24
2.071,123.6,113.7,24.47,363.1,2.22,P4,0.0,24
2.08,114.3,114.2,24.54,379.7,2.236,P4,0.0,24
2.101,119.5,113.3,24.16,376.7,2.276,P4,0.0,24
2.114,122.9,113.2,24.53,382.0,2.108,P4,0.0,24
2.119,136.4,113.4,24.77,352.7,2.142,P4,0.0,24
2.109,162.5,113.5,24.84,391.3,2.013,P4,0.0,24
2.123,155.8,113.9,24.9,359.6,2.028,P4,0.0,24
2.111,138.5,114.0,24.57,386.9,2.041,P4,0.0,24
2.116,119.3,114.2,25.14,392.0,2.196,P4,0.0,24
2.108,118.1,113.8,24.55,367.6,2.185,P4,0.0,24
2.095,111.3,113.7,25.11,402.9,2.358,P4,0.0,24
2.115,121.7,113.9,24.93,366.7,2.352,P4,0.0,24
2.124,135.6,114.1,24.75,382.0,2.32,P4,0.0,24
2.119,149.3,114.7,24.68,375.0,2.108,P4,0.0,24
2.132,121.7,114.5,24.75,386.0,2.259,P4,0.0,24
2.136,118.1,114.2,24.51,365.8,2.236,P4,0.0,24
2.822,174.6,80.8,32.38,602.9,1.162,P4,0.0,25
2.865,174.0,80.19,31.82,604.0,1.016,P4,0.0,25
2.886,164.0,81.1,31.47,609.8,1.085,P4,0.0,25
2.918,166.2,81.13,31.63,610.2,1.134,P4,0.0,25
2.905,167.2,81.16,31.36,609.1,1.162,P4,0.0,25
2.908,162.0,81.24,31.26,612.6,1.106,P4,0.0,25
2.887,164.6,80.87,31.5,616.6,1.098,P4,0.0,25
2.872,171.7,80.45,31.56,611.4,1.031,P4,0.0,25
2.842,172.9,80.49,31.33,604.3,1.017,P4,0.0,25
2.855,174.6,81.49,31.6,597.5,0.997,P4,0.0,25
2.89,174.0,81.44,31.84,597.0,0.991,P4,0.0,25
2.914,168.2,80.9,31.02,608.2,0.967,P4,0.0,25
2.905,167.1,81.07,31.56,602.0,0.96,P4,0.0,25
2.918,158.7,81.23,31.7,597.6,1.015,P4,0.0,25
2.906,151.0,81.27,31.42,607.2,1.087,P4,0.0,25
2.865,154.5,81.43,31.25,623.5,1.173,P4,0.0,25
2.777,174.5,81.27,30.97,604.7,1.134,P4,0.0,25
2.721,165.1,81.38,30.77,630.9,1.051,P4,0.0,25
2.822,168.4,81.59,31.55,617.6,1.012,P4,0.0,25
2.865,168.2,81.43,31.72,629.36,1.033,P4,0.0,25
1.672,129.6,75.82,15.44,482.0,1.544,P4,0.0,26
1.724,154.3,76.64,15.57,479.6,1.466,P4,0.0,26
1.702,124.9,76.97,15.55,481.2,1.526,P4,0.0,26
1.701,107.6,76.29,15.54,487.3,1.422,P4,0.0,26
1.656,110.9,75.71,15.74,514.0,1.322,P4,0.0,26
1.665,108.9,76.2,15.96,502.2,1.426,P4,0.0,26
1.509,125.6,76.07,15.78,483.2,1.366,P4,0.0,26
1.452,128.7,76.26,15.94,475.5,1.313,P4,0.0,26
1.455,144.8,76.15,15.92,510.5,1.473,P4,0.0,26
1.385,108.9,76.34,15.25,487.0,1.442,P4,0.0,26
1.282,135.9,76.78,15.78,479.5,1.268,P4,0.0,26
1.335,118.3,76.84,15.05,491.5,1.379,P4,0.0,26
1.22,132.1,76.71,15.57,480.4,1.437,P4,0.0,26
1.355,137.6,76.48,15.37,508.5,1.268,P4,0.0,26
1.349,146.4,76.9,15.27,475.1,1.379,P4,0.0,26
1.452,103.8,77.22,15.44,489.9,1.473,P4,0.0,26
1.509,118.4,76.69,15.4,488.4,1.282,P4,0.0,26
1.587,125.0,76.29,15.42,524.4,1.313,P4,0.0,26
1.666,135.9,76.45,15.39,491.1,1.366,P4,0.0,26
1.708,124.9,76.18,15.37,478.6,1.426,P4,0.0,26
1.05,128.6,75.9,19.62,480.5,1.055,P4,0.0,27
1.051,103.2,75.68,19.8,485.6,1.035,P4,0.0,27
1.052,143.9,75.5,19.89,488.8,1.01,P4,0.0,27
1.023,121.6,75.85,19.98,531.0,1.086,P4,0.0,27
1.032,149.7,76.13,19.8,493.0,1.002,P4,0.0,27
1.02,113.4,76.3,19.99,492.0,1.016,P4,0.0,27
1.025,126.3,75.6,19.35,492.5,1.063,P4,0.0,27
1.011,136.7,75.5,19.45,483.7,1.135,P4,0.0,27
1.005,141.9,75.4,19.64,486.1,1.109,P4,0.0,27
1.043,110.3,75.05,19.94,506.4,1.102,P4,0.0,27
1.02,120.5,74.97,19.47,486.3,1.11,P4,0.0,27
1.034,109.0,75.32,19.57,495.1,1.036,P4,0.0,27
1.019,111.1,76.05,19.67,497.3,1.021,P4,0.0,27
1.006,143.5,75.79,19.35,513.2,1.009,P4,0.0,27
1.028,106.9,75.5,19.72,502.8,1.032,P4,0.0,27
1.012,146.3,75.15,19.32,488.9,1.047,P4,0.0,27
1.006,159.5,75.05,19.43,486.1,1.083,P4,0.0,27
1.017,154.0,75.4,19.77,493.3,1.079,P4,0.0,27
1.009,114.7,75.93,19.88,498.4,1.112,P4,0.0,27
1.02,117.2,75.82,19.23,516.8,1.064,P4,0.0,27
1.612,84.64,98.42,25.94,472.9,2.452,P4,0.0,28
1.61,114.3,98.96,26.66,483.8,2.56,P4,0.0,28
1.608,81.59,98.02,26.21,484.3,2.712,P4,0.0,28
1.589,72.3,98.6,26.78,490.6,2.719,P4,0.0,28
1.587,78.47,98.81,26.4,490.2,2.738,P4,0.0,28
1.582,82.31,99.22,26.21,496.4,2.761,P4,0.0,28
1.569,119.1,98.96,26.26,474.5,2.88,P4,0.0,28
1.567,109.9,98.69,26.82,480.5,2.735,P4,0.0,28
1.589,79.43,98.43,26.74,479.7,2.815,P4,0.0,28
1.592,78.47,98.36,25.91,473.0,2.377,P4,0.0,28
1.597,82.23,98.17,27.01,475.7,2.361,P4,0.0,28
1.608,85.87,98.02,26.21,492.2,2.485,P4,0.0,28
1.61,91.9,98.14,26.29,489.9,2.452,P4,0.0,28
1.612,88.97,98.28,26.06,486.9,2.565,P4,0.0,28
1.626,106.7,98.21,26.7,488.5,2.553,P4,0.0,28
1.62,118.8,98.4,26.88,484.7,2.419,P4,0.0,28
1.639,110.6,98.62,26.9,472.2,2.409,P4,0.0,28
1.659,113.8,98.88,26.29,471.9,2.553,P4,0.0,28
1.675,105.7,98.69,26.21,469.1,2.423,P4,0.0,28
1.639,88.07,98.43,26.4,463.7,2.474,P4,0.0,28
1.628,181.5,90.55,17.86,485.3,1.419,P4,0.0,29
1.638,199.0,90.64,17.73,479.3,1.52,P4,0.0,29
1.615,182.8,91.25,18.04,493.4,1.528,P4,0.0,29
1.688,174.8,90.89,17.96,518.2,1.431,P4,0.0,29
1.663,164.9,90.71,17.59,484.7,1.446,P4,0.0,29
1.645,177.0,90.79,17.77,466.1,1.497,P4,0.0,29
1.647,172.8,90.96,17.84,493.5,1.458,P4,0.0,29
1.625,176.9,91.13,17.92,495.5,1.558,P4,0.0,29
1.603,183.4,91.48,18.08,473.0,1.482,P4,0.0,29
1.517,178.5,90.6,17.88,488.8,1.411,P4,0.0,29
1.529,191.3,90.34,17.83,486.3,1.363,P4,0.0,29
1.557,174.8,90.61,17.52,481.1,1.317,P4,0.0,29
1.603,183.2,91.22,17.27,531.4,1.311,P4,0.0,29
1.645,170.3,91.4,17.48,476.8,1.299,P4,0.0,29
1.611,186.9,91.06,17.37,488.6,1.482,P4,0.0,29
1.668,176.9,90.71,17.84,484.4,1.481,P4,0.0,29
1.594,135.0,90.36,17.77,500.8,1.446,P4,0.0,29
1.615,159.8,90.63,17.92,495.4,1.42,P4,0.0,29
1.628,168.1,90.8,17.99,476.6,1.434,P4,0.0,29
1.639,177.2,90.53,17.59,486.4,1.299,P4,0.0,29
1.073,105.4,87.5,25.59,510.6,1.068,P4,0.0,30
1.023,111.1,87.82,25.52,484.4,1.089,P4,0.0,30
1.03,106.6,87.75,25.46,497.2,1.094,P4,0.0,30
1.05,104.7,88.05,25.4,481.6,1.251,P4,0.0,30
1.066,131.4,87.57,25.78,514.1,1.173,P4,0.0,30
1.073,109.4,87.17,26.16,480.7,1.239,P4,0.0,30
1.103,113.9,87.64,26.22,489.2,1.266,P4,0.0,30
1.151,102.9,87.51,25.9,496.0,1.205,P4,0.0,30
1.137,109.4,87.55,26.72,505.0,1.152,P4,0.0,30
1.134,120.5,87.64,26.22,488.0,1.15,P4,0.0,30
1.141,119.3,87.75,26.09,507.2,1.108,P4,0.0,30
1.137,102.5,87.13,25.85,477.8,1.11,P4,0.0,30
1.115,107.6,87.33,26.23,501.2,1.092,P4,0.0,30
1.124,103.6,88.42,25.85,487.2,1.033,P4,0.0,30
1.12,105.2,88.56,26.41,480.7,1.017,P4,0.0,30
1.108,95.1,87.79,26.35,487.0,1.047,P4,0.0,30
1.147,124.2,87.93,26.91,487.7,1.012,P4,0.0,30
1.127,97.8,88.03,26.72,510.5,0.98,P4,0.0,30
1.134,107.2,88.08,26.65,487.2,0.96,P4,0.0,30
1.158,112.5,88.13,26.62,497.1,1.001,P4,0.0,30
2.918,169.0,80.0,22.5,372.2,1.158,P4,0.0,31
2.945,81.86,80.52,22.9,369.9,1.186,P4,0.0,31
2.974,109.1,79.65,22.58,378.2,1.238,P4,0.0,31
2.959,125.6,80.21,22.42,370.8,1.182,P4,0.0,31
2.958,161.3,80.38,22.51,373.2,1.242,P4,0.0,31
2.965,173.7,80.45,22.95,381.1,1.215,P4,0.0,31
2.922,152.9,80.63,22.83,373.5,1.115,P4,0.0,31
2.929,241.0,80.8,22.67,387.0,1.101,P4,0.0,31
2.893,113.5,80.63,22.14,371.4,1.118,P4,0.0,31
2.944,120.7,80.52,22.01,373.5,1.064,P4,0.0,31
2.888,167.6,80.6,22.74,373.9,1.085,P4,0.0,31
2.918,119.7,80.25,22.59,392.3,1.26,P4,0.0,31
2.926,132.7,79.62,22.44,373.1,1.32,P4,0.0,31
2.914,167.3,79.97,22.15,376.1,1.3,P4,0.0,31
2.889,114.0,80.4,22.54,368.3,1.287,P4,0.0,31
2.88,114.1,80.6,22.57,381.5,1.269,P4,0.0,31
2.885,100.8,80.87,22.25,380.8,1.261,P4,0.0,31
2.927,154.3,80.1,22.11,364.5,1.309,P4,0.0,31
2.914,129.7,80.65,22.97,381.2,1.238,P4,0.0,31
2.926,109.1,80.7,21.12,381.1,1.186,P4,0.0,31
1.88,125.3,88.4,23.61,302.7,1.681,P4,0.0,32
1.854,108.5,89.3,25.0,322.1,1.641,P4,0.0,32
1.871,60.41,88.59,24.83,308.2,1.571,P4,0.0,32
1.822,67.89,89.49,24.96,306.1,1.595,P4,0.0,32
1.86,81.4,89.33,24.85,310.6,1.676,P4,0.0,32
1.79,89.19,89.47,24.7,328.1,1.659,P4,0.0,32
1.706,101.4,89.46,24.84,304.3,1.697,P4,0.0,32
1.78,97.36,89.3,24.79,327.9,1.694,P4,0.0,32
1.823,86.54,89.45,24.19,317.2,1.703,P4,0.0,32
1.86,132.5,89.74,24.61,317.9,1.665,P4,0.0,32
1.887,83.47,89.44,25.33,313.4,1.69,P4,0.0,32
1.871,71.96,89.14,24.84,318.9,1.686,P4,0.0,32
1.884,79.98,89.91,24.65,335.2,1.64,P4,0.0,32
1.888,73.86,89.17,24.7,311.4,1.609,P4,0.0,32
1.894,125.6,89.61,24.8,335.4,1.604,P4,0.0,32
1.837,87.91,89.0,25.41,324.1,1.583,P4,0.0,32
1.818,138.7,89.09,25.38,309.2,1.55,P4,0.0,32
1.848,71.51,88.56,25.03,304.0,1.598,P4,0.0,32
1.819,54.74,89.01,25.22,328.2,1.552,P4,0.0,32
1.777,98.79,88.87,25.31,312.6,1.595,P4,0.0,32
2.018,94.4,101.4,18.75,369.4,6.387,P4,0.0,33
1.938,102.4,101.7,18.83,375.3,5.625,P4,0.0,33
1.963,100.6,101.8,18.14,368.4,6.232,P4,0.0,33
1.938,105.4,101.6,18.67,385.7,5.515,P4,0.0,33
1.969,106.3,101.5,18.35,382.7,6.877,P4,0.0,33
1.838,116.1,101.6,18.46,378.9,6.387,P4,0.0,33
1.976,112.7,101.8,18.43,373.0,5.625,P4,0.0,33
2.028,125.3,101.5,18.15,388.8,5.735,P4,0.0,33
2.061,96.8,101.3,18.51,375.3,6.224,P4,0.0,33
2.03,103.8,101.9,18.33,378.1,5.747,P4,0.0,33
1.986,103.7,101.1,18.16,399.4,6.615,P4,0.0,33
2.053,124.1,100.1,18.86,368.8,5.064,P4,0.0,33
2.02,60.8,100.9,18.43,377.3,6.079,P4,0.0,33
2.078,100.0,100.9,18.28,384.6,6.892,P4,0.0,33
2.061,69.7,101.0,18.64,384.2,6.079,P4,0.0,33
1.976,116.1,100.9,18.53,366.8,5.735,P4,0.0,33
1.899,119.3,101.4,18.23,382.7,6.224,P4,0.0,33
1.955,104.7,101.3,18.05,392.4,6.077,P4,0.0,33
1.897,92.8,101.0,18.57,366.1,5.747,P4,0.0,33
1.833,77.4,101.7,18.48,386.3,5.399,P4,0.0,33
1.466,178.0,83.45,27.21,607.0,3.588,P4,0.0,34
1.459,152.2,83.48,27.13,590.2,3.641,P4,0.0,34
1.478,147.3,82.93,27.04,548.9,3.743,P4,0.0,34
1.468,167.8,82.56,27.12,584.7,2.593,P4,0.0,34
1.47,179.7,82.34,26.96,557.4,3.646,P4,0.0,34
1.485,149.7,82.54,27.3,555.9,3.614,P4,0.0,34
1.506,154.8,82.56,27.4,585.0,3.666,P4,0.0,34
1.493,176.0,83.09,26.96,546.1,3.659,P4,0.0,34
1.486,180.9,83.47,27.3,602.1,3.645,P4,0.0,34
1.477,168.3,83.33,27.12,598.3,3.718,P4,0.0,34
1.481,162.0,83.23,27.0,557.3,3.758,P4,0.0,34
1.467,173.3,83.06,27.47,547.9,3.591,P4,0.0,34
1.456,174.5,83.26,27.38,563.7,3.64,P4,0.0,34
1.43,152.2,82.99,27.21,553.0,3.588,P4,0.0,34
1.421,145.4,82.96,27.14,571.9,3.613,P4,0.0,34
1.397,168.6,82.64,27.05,636.4,3.854,P4,0.0,34
1.465,163.8,82.84,26.91,600.3,3.596,P4,0.0,34
1.41,166.1,83.0,27.29,553.3,3.544,P4,0.0,34
1.404,174.5,83.16,27.23,626.8,3.56,P4,0.0,34
1.42,142.2,83.26,27.3,554.0,3.881,P4,0.0,34
2.442,123.8,105.7,37.87,521.7,2.846,P4,0.0,35
2.441,142.9,105.9,37.72,527.6,2.819,P4,0.0,35
2.427,156.5,105.7,37.56,527.4,2.743,P4,0.0,35
2.39,162.2,106.2,36.98,532.4,2.685,P4,0.0,35
2.442,123.8,106.3,36.82,538.2,2.714,P4,0.0,35
2.428,109.5,106.1,36.94,531.1,2.746,P4,0.0,35
2.43,103.5,106.6,37.0,508.4,2.853,P4,0.0,35
2.444,112.5,107.0,37.33,498.2,2.954,P4,0.0,35
2.391,105.6,106.8,37.02,519.7,2.945,P4,0.0,35
2.374,115.0,107.1,36.71,493.4,2.928,P4,0.0,35
2.246,153.7,106.8,36.56,509.1,2.819,P4,0.0,35
2.236,115.0,106.9,37.11,500.8,2.777,P4,0.0,35
2.249,119.7,106.4,37.48,516.9,2.845,P4,0.0,35
2.333,191.7,106.5,36.9,534.6,2.728,P4,0.0,35
2.379,136.4,106.3,36.87,524.7,2.819,P4,0.0,35
2.411,142.3,106.4,37.26,520.5,2.743,P4,0.0,35
2.42,152.8,106.6,36.78,514.8,2.714,P4,0.0,35
2.389,167.7,107.0,37.11,512.8,2.716,P4,0.0,35
2.433,175.9,106.5,37.02,511.5,2.816,P4,0.0,35
2.43,165.4,106.7,36.78,511.5,2.923,P4,0.0,35
1.63,123.7,73.05,25.29,515.9,2.12,P4,0.0,36
1.545,134.8,73.32,25.65,515.6,2.117,P4,0.0,36
1.556,123.7,73.48,25.83,520.6,2.04,P4,0.0,36
1.6,168.4,73.92,25.47,513.4,2.058,P4,0.0,36
1.594,121.6,73.82,24.93,506.7,2.085,P4,0.0,36
1.621,120.7,73.92,25.58,508.1,2.101,P4,0.0,36
1.608,147.0,74.01,25.68,515.8,2.062,P4,0.0,36
1.638,157.4,73.85,25.51,521.8,2.096,P4,0.0,36
1.63,156.5,73.66,25.41,528.9,2.192,P4,0.0,36
1.588,129.4,74.47,25.66,517.7,2.179,P4,0.0,36
1.555,124.2,73.72,25.31,522.3,2.19,P4,0.0,36
1.532,119.1,73.9,25.84,526.8,2.165,P4,0.0,36
1.563,138.9,74.02,25.21,520.1,2.183,P4,0.0,36
1.552,128.1,74.55,25.39,513.5,2.15,P4,0.0,36
1.573,134.5,73.66,25.57,513.8,2.146,P4,0.0,36
1.593,116.2,73.76,25.64,510.9,2.117,P4,0.0,36
1.545,146.2,73.93,25.88,508.1,2.057,P4,0.0,36
1.556,156.3,73.4,25.95,513.8,2.049,P4,0.0,36
1.608,134.0,73.5,25.61,504.6,2.038,P4,0.0,36
1.6,114.2,74.32,25.26,534.5,2.085,P4,0.0,36
2.669,88.91,81.45,27.79,445.5,1.979,P4,0.0,37
2.53,100.5,81.23,27.01,443.1,1.98,P4,0.0,37
2.542,95.25,81.34,27.59,445.5,1.974,P4,0.0,37
2.631,106.0,81.23,27.81,446.0,1.966,P4,0.0,37
2.744,95.68,81.26,27.2,441.5,1.925,P4,0.0,37
2.792,109.8,81.14,27.85,445.0,1.849,P4,0.0,37
2.775,107.7,81.45,27.97,440.4,1.835,P4,0.0,37
2.764,107.1,81.68,27.88,440.7,1.849,P4,0.0,37
2.757,91.67,81.79,28.0,441.7,1.918,P4,0.0,37
2.69,148.2,81.49,27.77,442.7,1.979,P4,0.0,37
2.598,147.4,81.04,27.74,445.0,2.03,P4,0.0,37
2.51,109.3,81.49,27.55,441.9,1.894,P4,0.0,37
2.497,142.7,81.88,27.86,441.6,1.872,P4,0.0,37
2.463,96.57,81.96,27.97,444.2,1.811,P4,0.0,37
2.48,90.98,82.03,27.64,443.8,1.849,P4,0.0,37
2.393,91.77,81.99,27.5,444.8,1.898,P4,0.0,37
2.463,95.78,81.79,27.38,443.1,1.966,P4,0.0,37
2.516,109.8,81.68,27.65,441.2,2.09,P4,0.0,37
2.697,96.97,81.83,27.17,442.9,2.203,P4,0.0,37
2.74,120.8,81.57,27.71,440.3,1.898,P4,0.0,37
1.883,100.5,65.05,16.26,516.0,2.169,P4,0.0,38
1.838,103.9,65.36,16.48,514.6,1.816,P4,0.0,38
1.844,101.8,64.14,16.41,516.4,2.09,P4,0.0,38
1.837,90.9,64.35,16.43,516.6,2.365,P4,0.0,38
1.875,104.3,64.33,16.04,518.5,2.404,P4,0.0,38
1.818,114.0,63.95,16.23,519.3,2.08,P4,0.0,38
1.766,110.6,64.35,16.22,522.4,2.034,P4,0.0,38
1.717,100.5,64.36,16.23,525.2,1.812,P4,0.0,38
1.81,97.1,64.75,16.24,522.4,1.742,P4,0.0,38
1.875,102.8,64.71,16.48,522.2,1.709,P4,0.0,38
1.882,111.0,64.32,16.63,518.5,1.869,P4,0.0,38
1.873,108.6,64.76,16.6,517.0,1.9,P4,0.0,38
1.865,130.2,65.09,16.03,516.6,2.201,P4,0.0,38
1.796,126.1,64.7,16.61,514.4,2.421,P4,0.0,38
1.776,130.2,64.5,16.22,513.9,2.057,P4,0.0,38
1.739,117.6,64.89,16.24,515.5,1.93,P4,0.0,38
1.69,106.6,64.51,16.27,515.6,2.034,P4,0.0,38
1.627,102.8,64.71,16.43,513.2,2.169,P4,0.0,38
1.529,97.1,64.72,16.23,514.2,1.926,P4,0.0,38
1.798,100.5,64.73,16.21,514.6,1.742,P4,0.0,38
2.588,123.4,103.0,27.63,409.6,1.413,P4,0.0,39
2.452,133.7,103.1,27.55,408.7,1.565,P4,0.0,39
2.42,165.0,103.1,27.59,404.4,1.552,P4,0.0,39
2.532,130.8,103.5,25.94,402.3,1.475,P4,0.0,39
2.665,128.8,102.8,25.91,404.3,1.484,P4,0.0,39
2.703,201.8,102.4,25.23,408.8,1.483,P4,0.0,39
2.578,112.5,103.3,25.37,401.2,1.573,P4,0.0,39
2.484,109.9,102.9,25.64,411.8,1.552,P4,0.0,39
2.46,103.0,102.5,25.39,409.6,1.597,P4,0.0,39
2.618,118.7,103.0,25.39,412.1,1.666,P4,0.0,39
2.5,130.8,103.2,25.41,407.7,1.718,P4,0.0,39
2.558,123.1,103.4,25.64,410.5,1.537,P4,0.0,39
2.645,169.8,103.1,26.01,408.7,1.552,P4,0.0,39
2.609,163.0,102.6,25.69,402.6,1.612,P4,0.0,39
2.6,130.8,103.1,25.65,422.6,1.658,P4,0.0,39
2.656,159.6,102.5,25.17,410.5,1.561,P4,0.0,39
2.7,185.7,102.6,26.06,411.2,1.413,P4,0.0,39
2.595,133.2,103.6,25.51,410.5,1.349,P4,0.0,39
2.448,165.0,102.8,25.12,410.7,1.297,P4,0.0,39
2.523,147.2,102.8,24.7,401.1,1.418,P4,0.0,39
2.311,73.58,111.7,27.73,490.9,2.406,P4,0.0,40
2.351,74.59,111.6,27.92,493.5,2.342,P4,0.0,40
2.334,83.98,111.2,28.15,488.9,2.391,P4,0.0,40
2.286,71.5,111.5,27.76,487.6,2.212,P4,0.0,40
2.3,78.83,111.6,27.63,493.3,2.468,P4,0.0,40
2.27,102.4,111.7,26.96,490.8,2.533,P4,0.0,40
2.286,73.74,111.5,27.65,492.2,2.492,P4,0.0,40
2.348,69.4,111.4,27.52,492.7,2.49,P4,0.0,40
2.334,82.24,111.8,26.86,503.6,2.361,P4,0.0,40
2.374,119.0,112.1,27.44,497.5,2.589,P4,0.0,40
2.403,110.1,112.2,27.74,495.0,2.809,P4,0.0,40
2.424,154.2,111.8,27.47,500.3,2.196,P4,0.0,40
2.454,142.1,111.6,27.18,507.7,2.251,P4,0.0,40
2.436,145.8,111.5,27.84,507.2,2.439,P4,0.0,40
2.395,142.1,111.2,28.1,495.0,2.477,P4,0.0,40
2.366,183.8,111.3,27.94,494.9,2.421,P4,0.0,40
2.403,153.7,111.2,27.89,487.5,2.365,P4,0.0,40
2.374,150.8,111.6,28.25,494.8,2.265,P4,0.0,40
2.334,148.7,111.9,27.84,497.2,2.468,P4,0.0,40
2.27,150.8,111.2,28.08,498.6,2.163,P4,0.0,40
2.019,71.9,83.27,25.8,488.9,3.686,P4,0.0,41
2.029,70.52,82.87,26.13,493.7,3.603,P4,0.0,41
2.023,73.58,82.73,26.18,491.7,3.693,P4,0.0,41
2.004,83.98,83.0,26.33,490.9,3.658,P4,0.0,41
2.016,74.59,83.27,26.16,494.9,3.686,P4,0.0,41
2.019,75.2,83.41,26.0,490.8,3.352,P4,0.0,41
2.001,102.4,82.46,25.93,495.0,3.791,P4,0.0,41
1.937,81.17,83.0,25.89,495.4,3.603,P4,0.0,41
2.002,81.93,83.14,25.73,495.3,3.663,P4,0.0,41
2.001,93.17,83.22,26.29,510.2,3.799,P4,0.0,41
1.988,81.81,83.28,25.91,496.2,3.69,P4,0.0,41
1.972,73.14,82.46,26.32,500.3,3.662,P4,0.0,41
2.001,83.51,82.33,26.56,504.9,3.46,P4,0.0,41
1.992,73.57,82.6,26.14,505.6,3.509,P4,0.0,41
1.996,74.59,83.0,26.0,518.2,3.752,P4,0.0,41
2.018,139.9,82.66,25.74,512.7,3.463,P4,0.0,41
1.978,133.2,82.74,25.98,494.8,3.528,P4,0.0,41
1.968,148.1,83.01,26.29,497.3,3.352,P4,0.0,41
1.995,135.0,82.94,26.56,496.9,3.473,P4,0.0,41
2.029,109.8,92.2,26.42,493.2,3.495,P4,0.0,41
2.024,145.6,108.2,36.48,404.0,3.511,P4,0.0,42
1.002,180.8,107.9,36.26,402.3,3.543,P4,0.0,42
1.971,175.5,107.4,36.2,399.9,3.514,P4,0.0,42
1.965,148.8,107.8,36.15,403.9,3.492,P4,0.0,42
1.99,111.8,108.0,36.68,400.4,3.539,P4,0.0,42
1.996,112.9,108.2,36.31,399.3,3.655,P4,0.0,42
