height,roughness,length,wideth,adhesion,elastic_modulus,cycle,aging_score,cell_id
1.892,99.6,98.57,32.73,555.0,5.124,P6,0.33,197
2.1551,124.1,101.0,24.28,529.3,4.919,P6,0.33,198
2.252,131.7,101.7,24.55,527.8,4.629,P6,0.33,198
2.314,124.1,101.7,24.46,528.2,4.443,P6,0.33,198
2.329,112.6,101.0,24.79,531.4,4.492,P6,0.33,198
2.331,117.9,101.3,24.88,531.6,4.647,P6,0.33,198
2.34,118.2,101.4,24.81,529.3,4.481,P6,0.33,198
2.356,108.7,100.9,24.74,526.3,4.009,P6,0.33,198
2.347,112.0,100.8,24.46,532.8,4.148,P6,0.33,198
2.299,100.3,101.4,24.55,528.3,4.464,P6,0.33,198
2.182,114.8,101.5,24.3,522.9,4.385,P6,0.33,198
2.144,116.3,101.6,24.72,527.8,4.861,P6,0.33,198
2.182,148.0,101.2,24.88,526.1,4.738,P6,0.33,198
2.1144,111.4,100.7,24.79,528.4,4.163,P6,0.33,198
2.348,100.3,100.6,24.27,522.9,4.03,P6,0.33,198
2.331,101.6,100.9,24.57,526.7,4.766,P6,0.33,198
2.271,108.1,101.3,24.06,529.3,4.562,P6,0.33,198
2.202,122.4,101.5,24.6,531.4,4.659,P6,0.33,198
2.089,108.7,101.0,24.43,533.8,4.507,P6,0.33,198
2.065,106.9,101.1,24.27,536.7,4.711,P6,0.33,198
2.052,118.2,101.2,24.35,531.0,4.38,P6,0.33,198
2.073,53.61,84.18,32.21,521.7,5.417,P6,0.33,199
2.083,70.12,84.14,32.36,524.3,5.217,P6,0.33,199
2.07,82.98,84.51,32.47,522.9,5.197,P6,0.33,199
2.075,88.63,84.62,32.06,524.0,5.547,P6,0.33,199
2.056,98.21,84.73,32.06,518.6,5.345,P6,0.33,199
2.057,92.1,85.03,32.15,519.9,5.653,P6,0.33,199
2.06,86.7,84.25,32.21,518.6,6.05,P6,0.33,199
2.075,92.1,84.69,32.04,522.2,6.65,P6,0.33,199
2.09,99.78,84.81,32.35,521.5,6.13,P6,0.33,199
2.073,110.5,84.88,32.14,518.4,6.18,P6,0.33,199
2.051,99.09,84.92,32.45,515.2,5.05,P6,0.33,199
1.979,79.6,84.37,32.61,519.8,5.142,P6,0.33,199
2.0,93.45,84.52,32.51,520.6,5.373,P6,0.33,199
2.034,110.6,84.67,32.31,524.0,5.772,P6,0.33,199
2.051,93.45,84.78,32.12,521.0,5.305,P6,0.33,199
2.055,99.6,85.04,32.0,519.9,5.896,P6,0.33,199
2.07,86.7,85.05,31.84,520.6,5.305,P6,0.33,199
2.075,88.63,85.15,31.89,528.2,5.124,P6,0.33,199
2.073,104.1,85.26,32.2,527.7,5.552,P6,0.33,199
2.06,123.4,84.26,32.61,521.8,6.06,P6,0.33,199
2.688,147.9,83.18,19.28,550.9,6.73,P8,0.67,200
2.657,165.7,83.56,19.39,565.2,7.26,P8,0.67,200
2.639,165.7,83.65,19.01,552.2,7.39,P8,0.67,200
2.58,152.1,83.81,19.23,558.7,7.93,P8,0.67,200
2.625,143.3,83.88,19.67,552.3,6.73,P8,0.67,200
2.64,147.9,84.0,19.83,546.0,7.08,P8,0.67,200
2.608,165.7,84.06,19.56,548.5,6.54,P8,0.67,200
2.599,139.4,83.96,19.23,544.5,6.03,P8,0.67,200
2.613,152.1,83.49,19.75,546.2,5.588,P8,0.67,200
2.648,165.7,83.39,20.05,546.6,5.862,P8,0.67,200
2.617,147.9,83.29,19.73,545.1,7.23,P8,0.67,200
2.587,152.7,83.85,19.62,545.0,6.54,P8,0.67,200
2.638,140.0,84.02,19.89,546.0,6.03,P8,0.67,200
2.655,148.7,83.56,20.32,555.5,6.39,P8,0.67,200
2.695,126.4,83.17,19.89,558.0,6.91,P8,0.67,200
2.688,145.8,83.42,19.62,561.6,6.71,P8,0.67,200
2.682,135.6,83.54,19.18,563.6,7.08,P8,0.67,200
2.437,126.0,83.37,19.07,549.6,7.25,P8,0.67,200
2.428,126.3,83.47,19.23,544.2,7.23,P8,0.67,200
2.425,149.7,83.75,19.46,546.4,6.62,P8,0.67,200
2.125,191.5,104.1,17.89,545.3,5.979,P8,0.67,201
2.094,171.8,103.7,17.63,543.0,6.087,P8,0.67,201
2.192,181.9,103.8,18.16,544.2,4.426,P8,0.67,201
2.126,150.5,104.0,17.25,547.5,5.71,P8,0.67,201
2.127,201.7,104.4,18.47,549.8,4.643,P8,0.67,201
2.197,179.4,103.2,17.77,560.8,4.426,P8,0.67,201
1.98,191.5,103.0,17.63,547.6,4.655,P8,0.67,201
1.939,170.8,104.0,17.23,545.3,4.954,P8,0.67,201
2.005,150.5,103.5,17.73,544.6,6.733,P8,0.67,201
1.963,150.7,103.8,18.22,544.9,5.174,P8,0.67,201
2.056,159.2,104.0,18.45,553.8,5.436,P8,0.67,201
2.126,170.7,103.7,18.62,557.9,4.646,P8,0.67,201
2.191,179.4,103.5,18.14,553.5,5.979,P8,0.67,201
2.131,159.2,103.6,18.06,544.4,4.658,P8,0.67,201
2.026,172.5,104.2,17.64,542.8,5.985,P8,0.67,201
1.99,160.5,103.2,17.84,545.3,6.087,P8,0.67,201
2.192,150.5,103.6,18.32,547.2,3.812,P8,0.67,201
2.036,170.8,103.2,18.24,547.4,3.916,P8,0.67,201
2.005,179.4,103.3,18.07,546.7,2.879,P8,0.67,201
2.04,207.2,103.5,18.51,544.3,3.881,P8,0.67,201
1.188,151.1,88.78,34.92,537.5,6.105,P8,0.67,202
1.234,126.6,88.14,35.28,542.5,5.668,P8,0.67,202
1.257,152.8,87.96,34.88,544.5,5.022,P8,0.67,202
1.232,161.3,87.56,34.92,552.6,4.671,P8,0.67,202
1.25,147.7,87.17,34.86,555.8,5.079,P8,0.67,202
1.234,123.7,87.68,35.4,553.8,5.715,P8,0.67,202
1.214,132.6,88.63,35.13,553.1,5.422,P8,0.67,202
1.248,160.7,88.11,34.72,545.4,5.184,P8,0.67,202
1.157,151.1,88.5,35.02,540.7,4.968,P8,0.67,202
1.116,140.2,88.76,35.37,543.7,4.196,P8,0.67,202
1.214,151.1,88.62,34.93,542.5,4.424,P8,0.67,202
1.245,134.9,88.22,35.14,536.3,4.369,P8,0.67,202
1.185,132.6,88.77,34.86,532.9,5.448,P8,0.67,202
1.253,172.3,88.36,35.27,547.3,6.085,P8,0.67,202
1.286,113.2,88.62,35.12,552.6,5.785,P8,0.67,202
1.243,177.1,88.23,35.37,559.3,5.49,P8,0.67,202
1.264,142.9,87.79,35.07,551.1,5.063,P8,0.67,202
1.256,112.9,88.38,35.41,548.5,4.5,P8,0.67,202
1.284,143.5,88.79,33.62,542.3,5.301,P8,0.67,202
1.275,160.7,88.8,34.04,545.4,5.785,P8,0.67,202
2.818,130.44,94.46,24.87,521.9,5.324,P8,0.67,203
2.82,120.16,94.21,24.49,520.1,5.31,P8,0.67,203
2.843,130.03,93.58,24.56,522.4,5.42,P8,0.67,203
2.816,145.22,94.25,24.47,522.0,5.362,P8,0.67,203
2.835,130.29,94.41,24.85,523.2,5.212,P8,0.67,203
2.757,130.83,94.83,24.69,524.5,5.264,P8,0.67,203
2.676,120.16,95.07,24.52,526.2,5.193,P8,0.67,203
2.652,130.83,94.89,24.09,532.1,5.377,P8,0.67,203
2.66,119.47,94.54,24.2,534.1,5.46,P8,0.67,203
2.549,131.18,94.37,24.3,535.3,5.42,P8,0.67,203
2.432,130.14,94.2,24.89,538.9,5.408,P8,0.67,203
2.675,122.42,94.02,24.79,520.1,5.337,P8,0.67,203
2.787,120.99,95.06,24.68,521.8,5.284,P8,0.67,203
2.834,130.83,94.89,24.57,520.3,5.247,P8,0.67,203
2.82,129.91,94.71,24.36,520.4,5.207,P8,0.67,203
2.845,120.09,94.04,24.63,528.8,5.166,P8,0.67,203
2.79,120.16,94.62,24.14,529.4,5.169,P8,0.67,203
2.818,122.42,94.72,24.36,524.8,5.199,P8,0.67,203
2.714,130.44,95.33,24.04,526.4,5.291,P8,0.67,203
2.612,120.16,94.63,24.53,522.7,5.366,P8,0.67,203
2.461,101.3,75.48,24.59,554.2,4.404,P8,0.67,204
2.435,97.4,75.14,25.0,557.2,4.014,P8,0.67,204
2.398,115.3,75.75,25.2,557.5,3.961,P8,0.67,204
2.443,114.3,76.34,24.68,566.0,4.013,P8,0.67,204
2.437,114.7,76.0,25.34,556.8,4.064,P8,0.67,204
2.471,117.1,75.8,24.5,554.5,4.164,P8,0.67,204
2.46,112.2,75.0,24.88,546.3,4.03,P8,0.67,204
2.482,99.7,75.4,24.72,543.4,4.005,P8,0.67,204
2.485,113.0,76.07,24.89,545.1,4.004,P8,0.67,204
2.476,117.5,76.4,25.0,544.1,4.045,P8,0.67,204
2.475,105.6,75.73,25.22,538.8,4.064,P8,0.67,204
2.482,124.6,75.53,25.95,537.8,4.19,P8,0.67,204
2.481,93.5,76.14,25.78,544.2,4.076,P8,0.67,204
2.444,108.6,76.4,25.42,549.5,3.904,P8,0.67,204
2.446,98.9,75.48,24.96,560.3,4.045,P8,0.67,204
2.396,101.8,75.8,25.45,563.2,3.962,P8,0.67,204
2.341,105.6,75.75,25.35,555.3,3.99,P8,0.67,204
2.353,99.7,74.89,25.19,555.1,4.004,P8,0.67,204
2.395,97.4,75.73,25.0,559.7,3.961,P8,0.67,204
2.471,97.4,75.56,24.96,560.1,4.062,P8,0.67,204
2.344,121.1,97.07,34.55,584.8,5.204,P8,0.67,205
2.339,154.3,97.14,34.8,590.8,5.47,P8,0.67,205
2.386,133.0,97.29,34.64,590.2,5.909,P8,0.67,205
2.367,134.4,97.65,34.02,594.5,5.381,P8,0.67,205
2.344,154.3,97.3,34.15,583.6,5.108,P8,0.67,205
2.355,122.1,97.42,34.39,596.6,4.724,P8,0.67,205
2.309,130.1,97.07,34.7,597.4,5.031,P8,0.67,205
2.323,130.1,97.7,34.54,592.6,4.803,P8,0.67,205
2.337,129.1,97.21,34.79,581.2,5.414,P8,0.67,205
2.344,167.9,97.84,34.95,583.8,5.822,P8,0.67,205
2.364,146.9,97.71,34.75,583.0,5.155,P8,0.67,205
2.386,133.8,97.58,34.96,580.0,5.443,P8,0.67,205
2.376,147.9,97.32,34.77,577.2,5.366,P8,0.67,205
2.319,139.1,98.0,34.95,578.9,5.241,P8,0.67,205
2.37,120.1,97.63,34.91,590.8,4.885,P8,0.67,205
2.367,139.7,97.53,34.73,589.4,4.803,P8,0.67,205
2.339,172.9,97.29,34.7,598.4,5.031,P8,0.67,205
2.323,232.1,97.18,35.05,591.4,5.443,P8,0.67,205
2.339,135.2,97.09,34.96,602.5,5.241,P8,0.67,205
2.344,167.1,97.11,34.69,582.4,5.527,P8,0.67,205
2.752,160.4,92.85,31.31,520.6,4.813,P8,0.67,206
2.737,177.9,91.78,31.01,516.1,4.974,P8,0.67,206
2.706,165.8,92.11,31.16,517.9,5.092,P8,0.67,206
2.764,175.9,93.12,31.6,518.6,4.859,P8,0.67,206
2.706,170.9,92.88,31.34,520.3,4.793,P8,0.67,206
2.618,177.9,92.57,31.46,522.3,5.111,P8,0.67,206
2.64,212.4,93.2,31.88,523.9,5.059,P8,0.67,206
2.72,175.9,93.07,31.57,526.3,5.114,P8,0.67,206
2.755,165.8,91.92,31.34,530.7,5.714,P8,0.67,206
2.752,202.5,92.38,31.26,527.8,5.643,P8,0.67,206
2.741,192.4,93.15,30.88,525.1,5.941,P8,0.67,206
2.72,176.7,92.87,31.25,523.7,5.105,P8,0.67,206
2.737,202.2,92.19,31.19,523.1,5.319,P8,0.67,206
2.766,160.4,92.85,32.19,519.6,5.315,P8,0.67,206
2.668,168.8,93.12,31.57,518.4,5.383,P8,0.67,206
2.649,158.3,92.81,31.88,515.7,5.071,P8,0.67,206
2.697,165.8,93.2,31.65,513.2,4.819,P8,0.67,206
2.76,171.6,92.2,36.87,510.6,4.861,P8,0.67,206
2.718,192.4,92.4,31.82,513.2,4.959,P8,0.67,206
2.677,165.8,93.07,31.64,520.3,5.315,P8,0.67,206
2.375,122.12,120.8,20.72,555.9,3.499,P8,0.67,207
2.414,131.19,120.5,20.47,559.5,3.098,P8,0.67,207
2.446,131.65,120.3,20.46,561.3,3.151,P8,0.67,207
2.382,127.38,120.4,20.16,560.1,3.298,P8,0.67,207
2.372,134.49,120.8,20.41,560.7,3.703,P8,0.67,207
2.376,115.09,120.5,20.57,563.8,4.096,P8,0.67,207
2.395,118.89,120.2,20.83,561.8,4.495,P8,0.67,207
2.471,113.27,120.9,20.75,563.4,4.869,P8,0.67,207
2.418,139.58,120.9,20.53,566.5,4.82,P8,0.67,207
2.399,133.67,121.2,20.34,571.7,4.471,P8,0.67,207
2.397,117.86,121.1,20.89,568.4,3.921,P8,0.67,207
2.402,131.19,121.4,20.98,567.3,3.976,P8,0.67,207
2.382,111.96,121.3,20.42,569.3,3.921,P8,0.67,207
2.38,139.58,120.4,20.74,559.9,4.004,P8,0.67,207
2.344,116.04,119.9,21.07,557.4,3.728,P8,0.67,207
2.283,122.21,120.4,20.4,556.2,3.392,P8,0.67,207
2.34,118.99,120.5,20.67,556.7,3.499,P8,0.67,207
2.286,112.08,120.7,20.44,561.8,4.096,P8,0.67,207
2.233,116.04,120.9,20.64,560.8,3.833,P8,0.67,207
2.313,125.71,121.0,20.37,557.2,4.069,P8,0.67,207
2.097,167.5,78.97,29.04,580.0,4.771,P8,0.67,208
2.071,133.5,78.77,29.66,579.1,4.878,P8,0.67,208
2.036,126.0,78.78,30.39,585.1,5.112,P8,0.67,208
2.04,145.1,78.59,29.8,590.2,4.923,P8,0.67,208
2.015,138.2,78.61,29.45,593.4,4.942,P8,0.67,208
2.048,108.0,78.78,30.58,600.9,5.238,P8,0.67,208
2.07,105.6,78.99,30.41,603.7,5.023,P8,0.67,208
2.086,143.9,78.89,30.01,603.6,4.98,P8,0.67,208
2.104,122.7,78.82,30.2,606.5,4.951,P8,0.67,208
2.1,133.5,79.2,30.77,601.7,5.517,P8,0.67,208
2.091,133.7,79.19,30.39,596.2,5.546,P8,0.67,208
2.077,98.56,80.13,30.96,589.6,5.569,P8,0.67,208
2.082,133.2,79.95,30.98,577.1,5.51,P8,0.67,208
2.096,108.3,79.96,30.6,575.6,5.205,P8,0.67,208
2.093,139.8,79.19,30.59,572.0,4.923,P8,0.67,208
2.086,133.5,78.61,30.58,574.8,4.782,P8,0.67,208
2.06,102.1,79.0,30.39,577.3,4.886,P8,0.67,208
2.04,135.4,78.83,30.19,582.6,4.845,P8,0.67,208
2.015,102.0,80.39,30.0,578.0,4.724,P8,0.67,208
2.048,126.5,79.81,29.43,576.0,4.933,P8,0.67,208
1.594,156.9,90.35,36.96,526.0,5.203,P8,0.67,209
1.598,150.3,91.22,36.42,427.2,5.314,P8,0.67,209
1.587,164.2,90.79,36.67,484.9,5.869,P8,0.67,209
1.603,156.9,91.25,36.05,478.7,5.438,P8,0.67,209
1.648,140.6,90.65,36.21,504.1,4.743,P8,0.67,209
1.63,154.7,90.31,36.14,528.5,5.072,P8,0.67,209
1.604,164.2,90.56,36.42,525.5,4.598,P8,0.67,209
1.555,154.1,90.73,36.6,549.3,4.498,P8,0.67,209
1.594,168.9,90.38,36.78,553.8,4.267,P8,0.67,209
1.573,140.6,90.49,36.96,616.6,4.094,P8,0.67,209
1.553,150.2,90.56,36.58,612.3,4.165,P8,0.67,209
1.554,139.1,90.74,36.54,629.6,4.437,P8,0.67,209
1.644,138.4,90.39,36.33,651.6,4.446,P8,0.67,209
1.653,171.5,90.22,36.4,620.2,4.779,P8,0.67,209
1.644,150.3,90.48,36.15,565.7,4.85,P8,0.67,209
1.64,160.4,90.22,36.18,548.0,4.912,P8,0.67,209
1.588,171.5,90.3,36.33,631.7,5.438,P8,0.67,209
1.614,150.3,90.56,36.69,641.7,5.314,P8,0.67,209
1.62,168.8,90.73,36.42,616.6,5.203,P8,0.67,209
1.653,154.1,90.22,36.04,630.3,5.107,P8,0.67,209
2.227,130.05,115.9,27.89,569.4,3.994,P8,0.67,210
2.229,158.37,115.8,28.05,571.3,3.992,P8,0.67,210
2.211,139.67,116.0,27.81,567.1,4.067,P8,0.67,210
2.194,119.76,116.3,27.62,573.2,4.136,P8,0.67,210
2.205,140.43,114.8,27.53,566.5,4.384,P8,0.67,210
2.197,149.11,115.2,27.94,567.2,4.439,P8,0.67,210
2.181,146.83,115.5,28.23,569.6,4.713,P8,0.67,210
2.16,127.99,116.0,27.94,568.2,4.658,P8,0.67,210
2.135,158.09,115.7,28.01,569.3,4.999,P8,0.67,210
2.077,167.1,115.5,27.76,569.4,5.503,P8,0.67,210
2.189,138.82,115.3,28.07,570.3,4.384,P8,0.67,210
2.205,158.09,116.2,27.65,566.6,4.08,P8,0.67,210
2.211,156.76,116.1,28.06,567.4,3.992,P8,0.67,210
2.219,125.19,115.7,27.81,566.0,4.121,P8,0.67,210
2.213,127.99,115.5,27.97,568.7,3.971,P8,0.67,210
2.227,131.49,114.8,27.8,565.3,3.959,P8,0.67,210
2.223,120.58,115.2,27.72,571.2,3.991,P8,0.67,210
2.219,136.97,115.3,27.64,571.4,4.121,P8,0.67,210
2.194,158.37,115.5,28.06,572.5,4.051,P8,0.67,210
2.22,149.11,115.4,28.47,568.4,4.003,P8,0.67,210
2.229,136.63,91.09,27.9,542.7,4.72,P8,0.67,211
2.225,156.98,90.64,27.72,541.5,4.993,P8,0.67,211
2.221,136.59,91.63,27.92,538.3,5.192,P8,0.67,211
2.216,133.19,91.69,27.45,539.0,4.986,P8,0.67,211
2.178,154.34,91.54,27.83,533.0,4.887,P8,0.67,211
2.17,136.63,90.91,28.22,537.0,4.774,P8,0.67,211
2.155,140.47,90.74,27.52,543.2,4.206,P8,0.67,211
2.136,143.04,90.96,27.55,540.6,4.118,P8,0.67,211
2.1,151.31,91.15,27.57,542.6,3.787,P8,0.67,211
2.208,142.98,91.13,27.34,543.7,3.925,P8,0.67,211
2.216,133.19,91.1,27.5,537.1,4.053,P8,0.67,211
2.221,142.22,91.07,27.89,533.7,4.295,P8,0.67,211
2.215,154.34,90.83,27.71,534.3,4.521,P8,0.67,211
2.191,156.98,91.02,27.94,536.4,4.713,P8,0.67,211
2.227,143.04,90.39,27.13,539.4,5.719,P8,0.67,211
2.225,151.31,90.23,27.71,537.2,4.678,P8,0.67,211
2.233,136.59,90.2,28.29,533.0,4.96,P8,0.67,211
2.225,147.54,90.16,27.72,535.0,5.204,P8,0.67,211
2.202,160.3,90.38,27.37,537.3,5.577,P8,0.67,211
2.226,135.84,90.6,27.99,543.0,5.448,P8,0.67,211
2.748,189.1,109.4,31.49,534.7,2.472,P8,0.67,212
2.665,218.6,109.1,32.16,541.2,2.017,P8,0.67,212
2.693,206.8,108.7,31.5,547.4,2.858,P8,0.67,212
2.748,240.3,108.5,31.68,551.9,2.226,P8,0.67,212
2.738,230.6,108.1,32.03,536.0,2.786,P8,0.67,212
2.724,208.9,108.2,31.33,534.7,2.477,P8,0.67,212
2.648,199.7,107.8,31.45,535.3,2.472,P8,0.67,212
2.676,189.0,108.4,31.56,536.5,2.767,P8,0.67,212
2.694,202.9,108.6,31.54,541.2,2.664,P8,0.67,212
2.651,179.1,109.1,31.89,536.8,2.804,P8,0.67,212
2.726,229.7,109.1,31.22,541.2,2.134,P8,0.67,212
2.693,190.3,109.0,31.56,538.9,2.207,P8,0.67,212
2.7,209.4,108.5,31.37,550.5,2.663,P8,0.67,212
2.674,217.9,108.4,31.54,545.0,2.977,P8,0.67,212
2.678,249.1,108.5,31.63,541.2,2.736,P8,0.67,212
2.612,217.9,109.0,31.97,537.8,2.521,P8,0.67,212
2.586,230.2,109.2,31.88,543.0,2.472,P8,0.67,212
2.584,222.6,110.0,31.14,540.7,2.206,P8,0.67,212
2.69,197.2,109.3,31.63,535.4,2.132,P8,0.67,212
2.743,190.3,109.1,31.46,539.8,2.148,P8,0.67,212
2.093,100.4,77.67,56.0,564.9,5.676,P8,0.67,213
2.045,109.1,78.34,56.34,567.9,5.654,P8,0.67,213
2.03,126.2,77.01,56.0,566.5,5.994,P8,0.67,213
1.999,109.1,79.0,55.33,568.7,6.1,P8,0.67,213
1.945,120.9,79.03,55.69,569.0,5.896,P8,0.67,213
1.862,133.1,78.34,55.01,568.5,5.589,P8,0.67,213
1.937,91.33,78.0,55.0,565.9,5.16,P8,0.67,213
1.963,93.95,79.67,55.01,567.3,5.38,P8,0.67,213
1.842,109.1,78.01,55.32,571.7,5.79,P8,0.67,213
1.903,104.5,80.34,55.37,572.7,5.75,P8,0.67,213
2.004,95.7,79.34,55.03,570.7,6.17,P8,0.67,213
2.017,100.9,78.33,55.35,566.1,5.9,P8,0.67,213
2.004,91.33,80.34,55.67,562.9,6.1,P8,0.67,213
1.901,90.5,80.0,56.0,563.9,5.16,P8,0.67,213
1.999,109.3,79.0,55.68,567.0,5.589,P8,0.67,213
2.055,120.0,79.01,56.0,567.4,5.171,P8,0.67,213
2.079,100.4,79.67,55.35,565.2,5.633,P8,0.67,213
2.096,90.85,78.68,55.68,566.3,5.992,P8,0.67,213
2.08,116.9,80.45,55.67,574.3,6.33,P8,0.67,213
2.088,98.49,80.4,55.45,566.9,5.589,P8,0.67,213
1.957,171.6,88.93,35.99,526.0,3.308,P8,0.67,214
1.775,167.1,88.95,35.51,526.3,3.24,P8,0.67,214
1.827,185.2,89.02,35.63,524.8,3.2,P8,0.67,214
1.808,187.7,89.57,35.81,525.5,3.264,P8,0.67,214
1.901,174.6,89.71,35.45,525.7,3.393,P8,0.67,214
1.924,167.1,89.89,35.52,526.2,3.121,P8,0.67,214
1.881,171.5,89.74,35.6,525.5,3.009,P8,0.67,214
1.827,153.9,89.55,35.76,527.9,3.308,P8,0.67,214
1.81,168.9,89.7,35.94,527.7,3.292,P8,0.67,214
1.72,168.1,89.81,36.12,530.8,3.135,P8,0.67,214
1.682,187.7,89.74,35.2,530.9,3.069,P8,0.67,214
1.901,158.4,89.59,35.42,529.3,3.523,P8,0.67,214
1.924,171.6,89.49,34.93,526.2,2.935,P8,0.67,214
1.983,164.4,89.66,34.96,523.6,2.964,P8,0.67,214
1.957,195.4,89.7,35.38,523.5,3.154,P8,0.67,214
1.95,169.7,89.1,34.87,527.9,3.23,P8,0.67,214
1.921,183.9,88.87,34.98,528.8,3.209,P8,0.67,214
1.922,162.5,89.53,35.21,533.2,3.231,P8,0.67,214
1.939,151.6,89.24,35.03,532.4,3.214,P8,0.67,214
1.983,161.5,89.1,35.16,529.1,3.354,P8,0.67,214
2.288,138.17,106.7,28.0,584.9,3.267,P8,0.67,215
2.25,127.74,106.5,28.12,584.3,2.804,P8,0.67,215
2.31,118.84,106.0,28.19,593.4,2.89,P8,0.67,215
2.35,128.21,106.6,28.3,584.3,3.053,P8,0.67,215
2.365,151.7,106.5,28.34,586.0,3.359,P8,0.67,215
2.346,123.3,106.4,27.59,589.6,3.512,P8,0.67,215
2.342,122.46,106.6,27.74,591.6,3.141,P8,0.67,215
2.35,127.33,106.8,28.0,581.6,3.011,P8,0.67,215
2.368,135.2,106.7,28.71,583.6,3.257,P8,0.67,215
2.356,121.83,106.9,27.76,590.2,3.053,P8,0.67,215
2.346,119.25,106.8,28.14,578.7,3.085,P8,0.67,215
2.346,140.68,106.7,28.17,590.0,2.985,P8,0.67,215
2.307,120.56,106.4,28.32,582.3,2.945,P8,0.67,215
2.32,121.83,106.2,28.2,583.8,3.011,P8,0.67,215
2.324,133.85,107.0,28.35,578.0,3.359,P8,0.67,215
2.318,150.9,107.1,28.61,586.8,3.468,P8,0.67,215
2.365,124.93,107.2,28.38,589.2,3.253,P8,0.67,215
2.368,136.71,107.0,28.15,581.6,3.085,P8,0.67,215
2.357,123.23,106.7,28.0,574.7,2.995,P8,0.67,215
2.335,119.46,106.6,28.12,584.7,3.079,P8,0.67,215
2.244,181.0,107.7,28.29,541.4,5.372,P8,0.67,216
2.284,170.4,108.7,28.76,542.9,5.419,P8,0.67,216
2.157,167.0,108.2,28.77,543.6,5.398,P8,0.67,216
2.011,167.0,108.3,28.35,544.9,5.409,P8,0.67,216
2.105,197.1,107.5,28.6,535.3,5.427,P8,0.67,216
2.284,199.3,108.3,28.57,532.2,5.379,P8,0.67,216
2.308,205.2,108.5,28.38,531.2,5.415,P8,0.67,216
2.29,200.1,108.2,28.43,537.2,5.448,P8,0.67,216
2.273,174.2,108.5,27.63,550.3,5.488,P8,0.67,216
2.238,170.4,108.7,27.66,549.7,5.444,P8,0.67,216
2.273,170.1,108.6,28.03,543.0,5.406,P8,0.67,216
2.172,181.0,108.2,27.72,543.4,5.321,P8,0.67,216
2.273,200.1,108.1,27.86,542.2,5.379,P8,0.67,216
2.244,202.9,108.3,27.58,538.1,5.36,P8,0.67,216
2.19,208.2,108.2,27.73,531.4,5.354,P8,0.67,216
2.157,201.9,107.6,27.45,528.6,5.364,P8,0.67,216
2.069,219.3,108.0,27.19,538.6,5.362,P8,0.67,216
2.011,197.1,108.5,27.37,536.2,5.372,P8,0.67,216
2.105,190.3,108.7,27.52,536.7,5.413,P8,0.67,216
2.19,201.4,107.3,27.87,538.1,5.46,P8,0.67,216
2.352,121.2,99.34,36.84,595.2,4.798,P8,0.67,217
2.36,121.8,97.96,36.07,578.3,5.03,P8,0.67,217
2.38,125.1,98.12,36.38,580.1,5.735,P8,0.67,217
2.386,120.4,98.13,36.54,574.8,5.088,P8,0.67,217
2.384,111.9,98.45,37.0,577.3,5.491,P8,0.67,217
2.342,117.6,98.3,36.84,581.5,6.322,P8,0.67,217
2.332,107.3,98.46,36.68,586.6,6.968,P8,0.67,217
2.308,114.8,98.59,36.21,583.5,6.712,P8,0.67,217
2.294,133.6,98.75,36.68,581.5,5.588,P8,0.67,217
2.37,111.0,98.26,36.52,584.0,5.645,P8,0.67,217
2.38,127.6,98.13,36.22,582.7,6.507,P8,0.67,217
2.36,88.1,98.3,36.88,596.5,7.196,P8,0.67,217
2.367,65.8,98.31,36.99,590.2,7.38,P8,0.67,217
2.348,111.6,98.29,36.83,595.5,7.64,P8,0.67,217
2.301,91.6,98.78,36.68,590.1,7.196,P8,0.67,217
2.328,125.1,98.76,36.54,589.5,6.507,P8,0.67,217
2.316,126.4,98.3,36.36,586.5,7.03,P8,0.67,217
2.299,117.6,98.33,36.21,585.3,6.507,P8,0.67,217
2.266,113.5,98.63,36.36,580.9,8.117,P8,0.67,217
2.348,121.8,98.62,36.05,572.6,7.169,P8,0.67,217
2.322,120.9,101.7,31.97,588.7,5.586,P8,0.67,218
2.236,134.9,101.2,31.8,584.2,6.237,P8,0.67,218
2.309,104.0,101.0,31.63,569.2,5.985,P8,0.67,218
2.303,118.2,101.4,31.57,572.0,5.648,P8,0.67,218
2.3,140.4,101.2,32.4,578.4,6.071,P8,0.67,218
2.323,132.0,101.5,32.39,589.7,4.878,P8,0.67,218
2.311,118.4,101.7,32.14,594.8,5.124,P8,0.67,218
2.283,127.5,101.9,32.15,604.8,5.332,P8,0.67,218
2.289,140.4,101.5,32.05,608.9,5.713,P8,0.67,218
2.281,121.6,101.8,32.4,594.4,5.598,P8,0.67,218
2.315,128.7,101.9,32.57,577.6,5.435,P8,0.67,218
2.332,136.3,102.3,31.98,579.3,5.297,P8,0.67,218
2.289,134.1,101.9,31.71,588.9,5.235,P8,0.67,218
2.303,139.8,101.7,32.23,606.5,5.029,P8,0.67,218
2.288,154.0,101.0,32.59,588.7,4.496,P8,0.67,218
2.272,121.6,101.3,32.33,594.1,5.419,P8,0.67,218
2.249,140.4,101.5,32.28,605.4,5.648,P8,0.67,218
2.237,129.7,102.8,32.17,609.8,5.45,P8,0.67,218
2.235,134.1,102.5,32.02,615.4,5.568,P8,0.67,218
2.294,134.0,102.0,32.65,600.6,4.878,P8,0.67,218
2.045,179.3,87.62,31.84,589.7,7.565,P8,0.67,219
2.007,243.4,86.89,31.86,589.1,7.446,P8,0.67,219
